R [[-10.857018656219775, 10.355939361330488, 0.4491519985094481, 7.534737840299009, -3.4862711013106082, 11.884932995493479, -9.898431935406126, -2.5568771164113286, -11.437379499248426]]|[[-10.857018656219775, 10.355939361330488, 0.4491519985094481, 7.534737840299009, -3.4862711013106082, 11.884932995493479, -9.898431935406126, -2.5568771164113286, -11.437379499248426]]|[[-10.857018656219775, 10.355939361330488, 0.4491519985094481, 7.534737840299009, -3.4862711013106082, 11.884932995493479, -9.898431935406126, -2.5568771164113286, -11.437379499248426]]
R [[6.1306991405617985, -5.723917368951909, 10.566184740215608, -2.580854022820965, -7.3943130598715925, -3.943248164803114, -9.062653769171574, 7.474759791190941, -1.4745490725333106]]|[[6.1306991405617985, -5.723917368951909, 10.566184740215608, -2.580854022820965, -7.3943130598715925, -3.943248164803114, -9.062653769171574, 7.474759791190941, -1.4745490725333106]]|[[6.1306991405617985, -5.723917368951909, 10.566184740215608, -2.580854022820965, -7.3943130598715925, -3.943248164803114, -9.062653769171574, 7.474759791190941, -1.4745490725333106]]
R [[-4.361846107175785, 11.507416675440943, 3.004522468324165, -8.451917011941127, -1.3268028068051834, -2.3994082425420977, 9.411961263921597, -0.6896662557772721, -8.947533605908074]]|[[-4.361846107175785, 11.507416675440943, 3.004522468324165, -8.451917011941127, -1.3268028068051834, -2.3994082425420977, 9.411961263921597, -0.6896662557772721, -8.947533605908074]]|[[-4.361846107175785, 11.507416675440943, 3.004522468324165, -8.451917011941127, -1.3268028068051834, -2.3994082425420977, 9.411961263921597, -0.6896662557772721, -8.947533605908074]]
R [[8.179283237098474, -0.12549023852672292, -11.836246446776968, -0.6083909530736058, -4.520686755773428, -3.6881778881751757, 7.15766847954642, -8.791805958796635, 10.899513563005193]]|[[8.179283237098474, -0.12549023852672292, -11.836246446776968, -0.6083909530736058, -4.520686755773428, -3.6881778881751757, 7.15766847954642, -8.791805958796635, 10.899513563005193]]|[[8.179283237098474, -0.12549023852672292, -11.836246446776968, -0.6083909530736058, -4.520686755773428, -3.6881778881751757, 7.15766847954642, -8.791805958796635, 10.899513563005193]]
R [[1.2383712130698257, -4.880563141508479, 11.577261650904745, -3.63511501321263, -2.9430695978773294, -7.636705598615161, 7.553103166330409, 1.2234070031246187, -5.175913293919466]]|[[1.2383712130698257, -4.880563141508479, 11.577261650904745, -3.63511501321263, -2.9430695978773294, -7.636705598615161, 7.553103166330409, 1.2234070031246187, -5.175913293919466]]|[[1.2383712130698257, -4.880563141508479, 11.577261650904745, -3.63511501321263, -2.9430695978773294, -7.636705598615161, 7.553103166330409, 1.2234070031246187, -5.175913293919466]]
R [[-0.21630608647087612, 10.003297775477954, -6.772059466586783, 11.286936581589849, 9.803540947522507, 11.524849984582652, -7.700851118618822, 1.0956301471202288, -6.644612364756751]]|[[-0.21630608647087612, 10.003297775477954, -6.772059466586783, 11.286936581589849, 9.803540947522507, 11.524849984582652, -7.700851118618822, 1.0956301471202288, -6.644612364756751]]|[[-0.21630608647087612, 10.003297775477954, -6.772059466586783, 11.286936581589849, 9.803540947522507, 11.524849984582652, -7.700851118618822, 1.0956301471202288, -6.644612364756751]]
R [[-5.20210661693612, 11.551958828488516, -0.4796752922446217, 11.80275234710653, 8.148065931854614, 11.63970896709116, -1.2170527058895928, -7.730869235809423, 6.45389836131719]]|[[-5.20210661693612, 11.551958828488516, -0.4796752922446217, 11.80275234710653, 8.148065931854614, 11.63970896709116, -1.2170527058895928, -7.730869235809423, 6.45389836131719]]|[[-5.20210661693612, 11.551958828488516, -0.4796752922446217, 11.80275234710653, 8.148065931854614, 11.63970896709116, -1.2170527058895928, -7.730869235809423, 6.45389836131719]]
R [[-11.77341299227448, -7.846758716581212, 6.837720719393943, -1.6035610824542452, 1.241108458590162, 10.231711630996525, -0.7035028554789733, -6.658148995894925, -4.137212055055668]]|[[-11.77341299227448, -7.846758716581212, 6.837720719393943, -1.6035610824542452, 1.241108458590162, 10.231711630996525, -0.7035028554789733, -6.658148995894925, -4.137212055055668]]|[[-11.77341299227448, -7.846758716581212, 6.837720719393943, -1.6035610824542452, 1.241108458590162, 10.231711630996525, -0.7035028554789733, -6.658148995894925, -4.137212055055668]]
R [[0.7086181623226331, -3.268756495166798, -8.690559908251965, -4.589545617221784, -7.15046664145017, -7.8374378746999405, -0.51404248380436, -10.351319788042568, -7.590818923269888]]|[[0.7086181623226331, -3.268756495166798, -8.690559908251965, -4.589545617221784, -7.15046664145017, -7.8374378746999405, -0.51404248380436, -10.351319788042568, -7.590818923269888]]|[[0.7086181623226331, -3.268756495166798, -8.690559908251965, -4.589545617221784, -7.15046664145017, -7.8374378746999405, -0.51404248380436, -10.351319788042568, -7.590818923269888]]
R [[-4.5008894069424255, 5.92161108910706, -1.6584302813005323, -11.213150412656415, -5.477604705186517, -11.111038666020963, 5.485343510455639, 5.391350107130215, -4.894017204674338]]|[[-4.5008894069424255, 5.92161108910706, -1.6584302813005323, -11.213150412656415, -5.477604705186517, -11.111038666020963, 5.485343510455639, 5.391350107130215, -4.894017204674338]]|[[-4.5008894069424255, 5.92161108910706, -1.6584302813005323, -11.213150412656415, -5.477604705186517, -11.111038666020963, 5.485343510455639, 5.391350107130215, -4.894017204674338]]
R [[9.768648058101693, -5.091436003045753, -1.3054996896271707, -3.694495750588217, 3.197766067955456, -5.339345218878923, 7.281218770228879, 6.956287759903994, 7.107982794081096]]|[[9.768648058101693, -5.091436003045753, -1.3054996896271707, -3.694495750588217, 3.197766067955456, -5.339345218878923, 7.281218770228879, 6.956287759903994, 7.107982794081096]]|[[9.768648058101693, -5.091436003045753, -1.3054996896271707, -3.694495750588217, 3.197766067955456, -5.339345218878923, 7.281218770228879, 6.956287759903994, 7.107982794081096]]
R [[5.583117110341753, 2.2790564004353477, -10.738739857123349, -5.34167485171864, -11.597674603329857, -1.0697870763744426, 1.8515197259953986, -9.685756523600553, 2.5418224717556708]]|[[5.583117110341753, 2.2790564004353477, -10.738739857123349, -5.34167485171864, -11.597674603329857, -1.0697870763744426, 1.8515197259953986, -9.685756523600553, 2.5418224717556708]]|[[5.583117110341753, 2.2790564004353477, -10.738739857123349, -5.34167485171864, -11.597674603329857, -1.0697870763744426, 1.8515197259953986, -9.685756523600553, 2.5418224717556708]]
R [[1.5446021298150043, 10.727109099611305, 2.7899244831989556, 3.303488307565054, 4.20775294583234, 2.3257576314468054, 7.017661800572647, -3.62923711526582, -10.804082724384045]]|[[1.5446021298150043, 10.727109099611305, 2.7899244831989556, 3.303488307565054, 4.20775294583234, 2.3257576314468054, 7.017661800572647, -3.62923711526582, -10.804082724384045]]|[[1.5446021298150043, 10.727109099611305, 2.7899244831989556, 3.303488307565054, 4.20775294583234, 2.3257576314468054, 7.017661800572647, -3.62923711526582, -10.804082724384045]]
R [[-4.311210438319248, -9.319035286762409, 8.190262850330527, 4.019822772940422, 4.694575473875869, -0.3471622041450111, 11.405164419377549, 7.374416962817438, -8.008260791953461]]|[[-4.311210438319248, -9.319035286762409, 8.190262850330527, 4.019822772940422, 4.694575473875869, -0.3471622041450111, 11.405164419377549, 7.374416962817438, -8.008260791953461]]|[[-4.311210438319248, -9.319035286762409, 8.190262850330527, 4.019822772940422, 4.694575473875869, -0.3471622041450111, 11.405164419377549, 7.374416962817438, -8.008260791953461]]
R [[-3.7222004518297105, -9.889795162426841, -7.102733295998138, 6.6152190398008806, -9.69259687871666, 10.213065974513803, -9.036623421951528, -6.619218638525372, 3.906876076455738]]|[[-3.7222004518297105, -9.889795162426841, -7.102733295998138, 6.6152190398008806, -9.69259687871666, 10.213065974513803, -9.036623421951528, -6.619218638525372, 3.906876076455738]]|[[-3.7222004518297105, -9.889795162426841, -7.102733295998138, 6.6152190398008806, -9.69259687871666, 10.213065974513803, -9.036623421951528, -6.619218638525372, 3.906876076455738]]
R [[-9.975556458671008, 6.353987530243799, 8.435005159031299, -10.119542234207543, -4.345166325477857, 9.036519568195096, -5.1042586119282936, 9.897185868522623, 7.537507492592745]]|[[-9.975556458671008, 6.353987530243799, 8.435005159031299, -10.119542234207543, -4.345166325477857, 9.036519568195096, -5.1042586119282936, 9.897185868522623, 7.537507492592745]]|[[-9.975556458671008, 6.353987530243799, 8.435005159031299, -10.119542234207543, -4.345166325477857, 9.036519568195096, -5.1042586119282936, 9.897185868522623, 7.537507492592745]]
R [[0.22404257656159565, 1.3272093154627882, -8.859575491131775, -3.503381177567533, 7.981969088247361, 3.548885949567733, -5.290219037515334, 9.581812376350126, 3.7365234753910777]]|[[0.22404257656159565, 1.3272093154627882, -8.859575491131775, -3.503381177567533, 7.981969088247361, 3.548885949567733, -5.290219037515334, 9.581812376350126, 3.7365234753910777]]|[[0.22404257656159565, 1.3272093154627882, -8.859575491131775, -3.503381177567533, 7.981969088247361, 3.548885949567733, -5.290219037515334, 9.581812376350126, 3.7365234753910777]]
R [[5.592597094237668, -9.404937521369732, 6.521244123752798, -7.482537682946888, -2.4198279708130706, 7.90455040770518, -10.929393257169021, 9.4066403032751, -8.90424821285405]]|[[5.592597094237668, -9.404937521369732, 6.521244123752798, -7.482537682946888, -2.4198279708130706, 7.90455040770518, -10.929393257169021, 9.4066403032751, -8.90424821285405]]|[[5.592597094237668, -9.404937521369732, 6.521244123752798, -7.482537682946888, -2.4198279708130706, 7.90455040770518, -10.929393257169021, 9.4066403032751, -8.90424821285405]]
R [[-7.735062613036113, 3.6739172789473074, 8.361800659097185, 9.444719882643739, 8.411737093138768, -10.117548344636806, 4.464147619622558, 5.890145036719993, -7.039176811390448]]|[[-7.735062613036113, 3.6739172789473074, 8.361800659097185, 9.444719882643739, 8.411737093138768, -10.117548344636806, 4.464147619622558, 5.890145036719993, -7.039176811390448]]|[[-7.735062613036113, 3.6739172789473074, 8.361800659097185, 9.444719882643739, 8.411737093138768, -10.117548344636806, 4.464147619622558, 5.890145036719993, -7.039176811390448]]
R [[10.910508465188567, -1.005563489930072, -3.9111888063843168, 7.286407475370517, 8.989432147351195, -10.740710273595289, 7.054897522191812, -11.928862448366406, 6.999681023053952]]|[[10.910508465188567, -1.005563489930072, -3.9111888063843168, 7.286407475370517, 8.989432147351195, -10.740710273595289, 7.054897522191812, -11.928862448366406, 6.999681023053952]]|[[10.910508465188567, -1.005563489930072, -3.9111888063843168, 7.286407475370517, 8.989432147351195, -10.740710273595289, 7.054897522191812, -11.928862448366406, 6.999681023053952]]
R [[9.306460193621454, 0.7321173382823964, 6.552013448006271, 3.9574830367932563, -7.533185986005829, -4.799545551824287, 7.418473562433206, 3.462661465194751, 2.0532424962896627]]|[[9.306460193621454, 0.7321173382823964, 6.552013448006271, 3.9574830367932563, -7.533185986005829, -4.799545551824287, 7.418473562433206, 3.462661465194751, 2.0532424962896627]]|[[9.306460193621454, 0.7321173382823964, 6.552013448006271, 3.9574830367932563, -7.533185986005829, -4.799545551824287, 7.418473562433206, 3.462661465194751, 2.0532424962896627]]
R [[2.022163936431788, -4.290619644677243, 3.596578779602421, -0.18539367680662266, -0.5932138003586331, 6.232381983363414, -0.5299857156547123, -1.328707084211576, -10.466873898414846]]|[[2.022163936431788, -4.290619644677243, 3.596578779602421, -0.18539367680662266, -0.5932138003586331, 6.232381983363414, -0.5299857156547123, -1.328707084211576, -10.466873898414846]]|[[2.022163936431788, -4.290619644677243, 3.596578779602421, -0.18539367680662266, -0.5932138003586331, 6.232381983363414, -0.5299857156547123, -1.328707084211576, -10.466873898414846]]
R [[2.4864413730319317, 1.5055610272473157, -9.751274667612837, -2.4534672317148676, -1.2529089116472747, -10.21828975976877, 9.954784449067244, 11.352490803476528, 0.14559237841908867]]|[[2.4864413730319317, 1.5055610272473157, -9.751274667612837, -2.4534672317148676, -1.2529089116472747, -10.21828975976877, 9.954784449067244, 11.352490803476528, 0.14559237841908867]]|[[2.4864413730319317, 1.5055610272473157, -9.751274667612837, -2.4534672317148676, -1.2529089116472747, -10.21828975976877, 9.954784449067244, 11.352490803476528, 0.14559237841908867]]
R [[-7.942146408478263, -8.57653355652824, -7.699112198150145, 5.502147965331126, 6.364238054801795, 5.647084943140172, -1.6697402032999378, -6.599292545297117, -3.1479913134196877]]|[[-7.942146408478263, -8.57653355652824, -7.699112198150145, 5.502147965331126, 6.364238054801795, 5.647084943140172, -1.6697402032999378, -6.599292545297117, -3.1479913134196877]]|[[-7.942146408478263, -8.57653355652824, -7.699112198150145, 5.502147965331126, 6.364238054801795, 5.647084943140172, -1.6697402032999378, -6.599292545297117, -3.1479913134196877]]
R [[-0.798689073051694, -6.410382361460249, 8.212117965234185, -9.128273190356111, -6.083012670764358, -7.248030071147368, 5.388069299146352, 5.765018284919233, -0.0370914093234056]]|[[-0.798689073051694, -6.410382361460249, 8.212117965234185, -9.128273190356111, -6.083012670764358, -7.248030071147368, 5.388069299146352, 5.765018284919233, -0.0370914093234056]]|[[-0.798689073051694, -6.410382361460249, 8.212117965234185, -9.128273190356111, -6.083012670764358, -7.248030071147368, 5.388069299146352, 5.765018284919233, -0.0370914093234056]]
R [[2.9952197655424833, 11.582025862153163, -11.093344717027584, 9.225035764506401, -11.39793970673596, 8.074268147433727, 0.09838311044407178, 5.553708364606372, 8.989574869447733]]|[[2.9952197655424833, 11.582025862153163, -11.093344717027584, 9.225035764506401, -11.39793970673596, 8.074268147433727, 0.09838311044407178, 5.553708364606372, 8.989574869447733]]|[[2.9952197655424833, 11.582025862153163, -11.093344717027584, 9.225035764506401, -11.39793970673596, 8.074268147433727, 0.09838311044407178, 5.553708364606372, 8.989574869447733]]
R [[-4.140897815273579, 5.890202681174465, -8.329474496337049, 5.232719566358696, 1.6708103417137714, -11.056861688296165, 8.421047562829155, -9.792525708950647, -1.2566713987416005]]|[[-4.140897815273579, 5.890202681174465, -8.329474496337049, 5.232719566358696, 1.6708103417137714, -11.056861688296165, 8.421047562829155, -9.792525708950647, -1.2566713987416005]]|[[-4.140897815273579, 5.890202681174465, -8.329474496337049, 5.232719566358696, 1.6708103417137714, -11.056861688296165, 8.421047562829155, -9.792525708950647, -1.2566713987416005]]
R [[-4.038810113996313, 7.233221868944991, 3.8311688801363246, 6.354699265396011, 1.4992779268198557, -7.311380623565653, -10.22316712746641, 2.4626542163208054, 8.198790528805944]]|[[-4.038810113996313, 7.233221868944991, 3.8311688801363246, 6.354699265396011, 1.4992779268198557, -7.311380623565653, -10.22316712746641, 2.4626542163208054, 8.198790528805944]]|[[-4.038810113996313, 7.233221868944991, 3.8311688801363246, 6.354699265396011, 1.4992779268198557, -7.311380623565653, -10.22316712746641, 2.4626542163208054, 8.198790528805944]]
R [[5.27038355625935, 11.977939134548578, 11.678288182924803, -9.764057811256727, -6.582057284376234, -4.956502093754731, -1.9170441018136586, -3.7212897139728476, -11.183624282263235]]|[[5.27038355625935, 11.977939134548578, 11.678288182924803, -9.764057811256727, -6.582057284376234, -4.956502093754731, -1.9170441018136586, -3.7212897139728476, -11.183624282263235]]|[[5.27038355625935, 11.977939134548578, 11.678288182924803, -9.764057811256727, -6.582057284376234, -4.956502093754731, -1.9170441018136586, -3.7212897139728476, -11.183624282263235]]
R [[-1.3861786548487967, 3.6214815083934315, -0.4366819241690436, 8.960643377777338, 4.288709465520654, -1.0800340226765854, -7.285135420922522, 11.63498760895051, -8.34521981198731]]|[[-1.3861786548487967, 3.6214815083934315, -0.4366819241690436, 8.960643377777338, 4.288709465520654, -1.0800340226765854, -7.285135420922522, 11.63498760895051, -8.34521981198731]]|[[-1.3861786548487967, 3.6214815083934315, -0.4366819241690436, 8.960643377777338, 4.288709465520654, -1.0800340226765854, -7.285135420922522, 11.63498760895051, -8.34521981198731]]
R [[-4.056373229213589, 7.202715092194346, -6.292034106189614, 5.462360251875779, 1.0514550144165966, -6.094117571795665, 1.0546015742785286, 1.9249596818903836, -5.344982938588824]]|[[-4.056373229213589, 7.202715092194346, -6.292034106189614, 5.462360251875779, 1.0514550144165966, -6.094117571795665, 1.0546015742785286, 1.9249596818903836, -5.344982938588824]]|[[-4.056373229213589, 7.202715092194346, -6.292034106189614, 5.462360251875779, 1.0514550144165966, -6.094117571795665, 1.0546015742785286, 1.9249596818903836, -5.344982938588824]]
R [[6.941138678311081, -7.316921324218377, -9.260676510770786, -11.27421368251448, -7.287742582199047, 9.660785805705885, 3.572031077056394, 5.046981931464138, 9.230780859230688]]|[[6.941138678311081, -7.316921324218377, -9.260676510770786, -11.27421368251448, -7.287742582199047, 9.660785805705885, 3.572031077056394, 5.046981931464138, 9.230780859230688]]|[[6.941138678311081, -7.316921324218377, -9.260676510770786, -11.27421368251448, -7.287742582199047, 9.660785805705885, 3.572031077056394, 5.046981931464138, 9.230780859230688]]
R [[2.8735570201852827, 3.943367669530444, 10.977108088650422, -1.0441213927553914, 8.78751407654427, -1.5480597939164618, -8.545122415142837, 7.315868081344938, -6.117972521231244]]|[[2.8735570201852827, 3.943367669530444, 10.977108088650422, -1.0441213927553914, 8.78751407654427, -1.5480597939164618, -8.545122415142837, 7.315868081344938, -6.117972521231244]]|[[2.8735570201852827, 3.943367669530444, 10.977108088650422, -1.0441213927553914, 8.78751407654427, -1.5480597939164618, -8.545122415142837, 7.315868081344938, -6.117972521231244]]
R [[4.351756526571954, -1.520082468832955, -5.905824818966989, 2.682708077164177, 5.562739192093449, 4.62765641598083, 6.3145218017615505, -9.57838637621631, 8.21869892883019]]|[[4.351756526571954, -1.520082468832955, -5.905824818966989, 2.682708077164177, 5.562739192093449, 4.62765641598083, 6.3145218017615505, -9.57838637621631, 8.21869892883019]]|[[4.351756526571954, -1.520082468832955, -5.905824818966989, 2.682708077164177, 5.562739192093449, 4.62765641598083, 6.3145218017615505, -9.57838637621631, 8.21869892883019]]
R [[6.805503445296683, 5.749385377286547, -1.1256063658799125, 3.525251310643739, 10.14321924929881, -8.861384268245112, 5.676102211417049, 3.606912197443396, 0.9648115608514924]]|[[6.805503445296683, 5.749385377286547, -1.1256063658799125, 3.525251310643739, 10.14321924929881, -8.861384268245112, 5.676102211417049, 3.606912197443396, 0.9648115608514924]]|[[6.805503445296683, 5.749385377286547, -1.1256063658799125, 3.525251310643739, 10.14321924929881, -8.861384268245112, 5.676102211417049, 3.606912197443396, 0.9648115608514924]]
R [[8.209833333515377, -4.8034548169566165, -7.914875670588118, -3.568587503074399, 10.703482792954699, 4.036861986132905, -7.788509027122901, -6.013024402417119, 4.0435025589609275]]|[[8.209833333515377, -4.8034548169566165, -7.914875670588118, -3.568587503074399, 10.703482792954699, 4.036861986132905, -7.788509027122901, -6.013024402417119, 4.0435025589609275]]|[[8.209833333515377, -4.8034548169566165, -7.914875670588118, -3.568587503074399, 10.703482792954699, 4.036861986132905, -7.788509027122901, -6.013024402417119, 4.0435025589609275]]
R [[-4.220959319267298, 4.575670538469964, -11.699625655286695, 1.9675110946054986, -9.871489078371201, -5.510592327556367, -5.791208651760528, -10.61032671762354, 0.038891469418643965]]|[[-4.220959319267298, 4.575670538469964, -11.699625655286695, 1.9675110946054986, -9.871489078371201, -5.510592327556367, -5.791208651760528, -10.61032671762354, 0.038891469418643965]]|[[-4.220959319267298, 4.575670538469964, -11.699625655286695, 1.9675110946054986, -9.871489078371201, -5.510592327556367, -5.791208651760528, -10.61032671762354, 0.038891469418643965]]
R [[10.125793261204741, -2.3309706017865466, -8.618813534162744, -5.415416051455124, 4.63718364657737, 7.581946412272941, -10.432657346620674, -10.843573444347815, 2.0057114993894363]]|[[10.125793261204741, -2.3309706017865466, -8.618813534162744, -5.415416051455124, 4.63718364657737, 7.581946412272941, -10.432657346620674, -10.843573444347815, 2.0057114993894363]]|[[10.125793261204741, -2.3309706017865466, -8.618813534162744, -5.415416051455124, 4.63718364657737, 7.581946412272941, -10.432657346620674, -10.843573444347815, 2.0057114993894363]]
R [[-7.502693320232391, -5.1722823644741975, 6.40415585348288, 4.757131286941881, -5.237876831610815, 10.418832387484674, -10.72537179473714, 0.43017955845892075, 1.7555002020555612]]|[[-7.502693320232391, -5.1722823644741975, 6.40415585348288, 4.757131286941881, -5.237876831610815, 10.418832387484674, -10.72537179473714, 0.43017955845892075, 1.7555002020555612]]|[[-7.502693320232391, -5.1722823644741975, 6.40415585348288, 4.757131286941881, -5.237876831610815, 10.418832387484674, -10.72537179473714, 0.43017955845892075, 1.7555002020555612]]
R [[1.038655741105483, -6.364934160632169, -1.540608812980473, -2.290716806398729, -4.372849074690174, -2.5085864409181724, -3.5524662517098697, 3.5374058999513256, 6.4103463958403495]]|[[1.038655741105483, -6.364934160632169, -1.540608812980473, -2.290716806398729, -4.372849074690174, -2.5085864409181724, -3.5524662517098697, 3.5374058999513256, 6.4103463958403495]]|[[1.038655741105483, -6.364934160632169, -1.540608812980473, -2.290716806398729, -4.372849074690174, -2.5085864409181724, -3.5524662517098697, 3.5374058999513256, 6.4103463958403495]]
R [[1.024744565866527, -11.451170378714588, 8.721369640174547, 7.08904310498265, -0.41959495434483607, 10.750312552981892, 1.3679413700816863, 4.180334091008088, 8.301375928092224]]|[[1.024744565866527, -11.451170378714588, 8.721369640174547, 7.08904310498265, -0.41959495434483607, 10.750312552981892, 1.3679413700816863, 4.180334091008088, 8.301375928092224]]|[[1.024744565866527, -11.451170378714588, 8.721369640174547, 7.08904310498265, -0.41959495434483607, 10.750312552981892, 1.3679413700816863, 4.180334091008088, 8.301375928092224]]
R [[-0.5076408441552438, 8.509835192372442, 10.181451571254307, -1.8173341029329713, -4.249334476420986, 10.368854818727737, -6.911818744901289, 9.11970775394541, 7.310023294629577]]|[[-0.5076408441552438, 8.509835192372442, 10.181451571254307, -1.8173341029329713, -4.249334476420986, 10.368854818727737, -6.911818744901289, 9.11970775394541, 7.310023294629577]]|[[-0.5076408441552438, 8.509835192372442, 10.181451571254307, -1.8173341029329713, -4.249334476420986, 10.368854818727737, -6.911818744901289, 9.11970775394541, 7.310023294629577]]
R [[-8.270325246059638, 6.065835754387063, -6.598327744755232, -0.13230876661776314, 0.6264264408351998, -5.224612990763498, 10.012895892505206, -10.65359259339203, -2.105384460386958]]|[[-8.270325246059638, 6.065835754387063, -6.598327744755232, -0.13230876661776314, 0.6264264408351998, -5.224612990763498, 10.012895892505206, -10.65359259339203, -2.105384460386958]]|[[-8.270325246059638, 6.065835754387063, -6.598327744755232, -0.13230876661776314, 0.6264264408351998, -5.224612990763498, 10.012895892505206, -10.65359259339203, -2.105384460386958]]
R [[7.112168426584127, -11.36390040071363, -4.963083550982216, -10.112293405197661, -5.993231351432102, -1.388116342515767, -8.30126372954916, -11.018106100067808, 3.5165735743740836]]|[[7.112168426584127, -11.36390040071363, -4.963083550982216, -10.112293405197661, -5.993231351432102, -1.388116342515767, -8.30126372954916, -11.018106100067808, 3.5165735743740836]]|[[7.112168426584127, -11.36390040071363, -4.963083550982216, -10.112293405197661, -5.993231351432102, -1.388116342515767, -8.30126372954916, -11.018106100067808, 3.5165735743740836]]
R [[1.6084443470833776, 5.1885997438026585, 2.9663646644744635, -9.970868214929897, 7.086286771067485, -7.005900901696497, 5.812571709103132, -10.658310065480531, 0.4268574482831937]]|[[1.6084443470833776, 5.1885997438026585, 2.9663646644744635, -9.970868214929897, 7.086286771067485, -7.005900901696497, 5.812571709103132, -10.658310065480531, 0.4268574482831937]]|[[1.6084443470833776, 5.1885997438026585, 2.9663646644744635, -9.970868214929897, 7.086286771067485, -7.005900901696497, 5.812571709103132, -10.658310065480531, 0.4268574482831937]]
R [[-11.220663277254978, -7.916902007513417, 4.490002409291137, -8.111385508039128, -1.806964609427272, 5.429629117123014, -2.1645863359368427, 8.315986902297176, 2.1944572075737128]]|[[-11.220663277254978, -7.916902007513417, 4.490002409291137, -8.111385508039128, -1.806964609427272, 5.429629117123014, -2.1645863359368427, 8.315986902297176, 2.1944572075737128]]|[[-11.220663277254978, -7.916902007513417, 4.490002409291137, -8.111385508039128, -1.806964609427272, 5.429629117123014, -2.1645863359368427, 8.315986902297176, 2.1944572075737128]]
R [[11.757225670223196, 6.147749504437719, -10.110016701946234, 7.710985346170613, 3.242631853960688, -3.764057547421867, -7.691652705628891, -6.957100286656616, 7.454815261660656]]|[[11.757225670223196, 6.147749504437719, -10.110016701946234, 7.710985346170613, 3.242631853960688, -3.764057547421867, -7.691652705628891, -6.957100286656616, 7.454815261660656]]|[[11.757225670223196, 6.147749504437719, -10.110016701946234, 7.710985346170613, 3.242631853960688, -3.764057547421867, -7.691652705628891, -6.957100286656616, 7.454815261660656]]
R [[7.249702528456268, -0.5052010071005419, 7.314629994526641, -4.83353355695753, 2.793420312778789, 11.017345575543551, -5.601003459372796, -1.1503138409565974, -9.620938588691008]]|[[7.249702528456268, -0.5052010071005419, 7.314629994526641, -4.83353355695753, 2.793420312778789, 11.017345575543551, -5.601003459372796, -1.1503138409565974, -9.620938588691008]]|[[7.249702528456268, -0.5052010071005419, 7.314629994526641, -4.83353355695753, 2.793420312778789, 11.017345575543551, -5.601003459372796, -1.1503138409565974, -9.620938588691008]]
R [[11.932654586856628, 6.055143974390674, 2.573239888790795, -6.109667595293137, -3.657069145500161, 3.8719763844889883, -9.148155857650277, -2.4004567158577395, -6.964772271541876]]|[[11.932654586856628, 6.055143974390674, 2.573239888790795, -6.109667595293137, -3.657069145500161, 3.8719763844889883, -9.148155857650277, -2.4004567158577395, -6.964772271541876]]|[[11.932654586856628, 6.055143974390674, 2.573239888790795, -6.109667595293137, -3.657069145500161, 3.8719763844889883, -9.148155857650277, -2.4004567158577395, -6.964772271541876]]
R [[5.634268439919406, -10.289470044291061, -10.691518072295843, 10.29546696998802, 1.0190499847160126, 5.095597607924763, -10.66954128187297, 10.069714428871524, 0.8310076306984975]]|[[5.634268439919406, -10.289470044291061, -10.691518072295843, 10.29546696998802, 1.0190499847160126, 5.095597607924763, -10.66954128187297, 10.069714428871524, 0.8310076306984975]]|[[5.634268439919406, -10.289470044291061, -10.691518072295843, 10.29546696998802, 1.0190499847160126, 5.095597607924763, -10.66954128187297, 10.069714428871524, 0.8310076306984975]]
R [[1.5439470024997188, -8.827361764029897, -6.097114166521251, -0.5897009256071399, -8.64360194574299, 2.923422551495257, 0.06205599320227506, -1.1558341133201306, 10.804687589835186]]|[[1.5439470024997188, -8.827361764029897, -6.097114166521251, -0.5897009256071399, -8.64360194574299, 2.923422551495257, 0.06205599320227506, -1.1558341133201306, 10.804687589835186]]|[[1.5439470024997188, -8.827361764029897, -6.097114166521251, -0.5897009256071399, -8.64360194574299, 2.923422551495257, 0.06205599320227506, -1.1558341133201306, 10.804687589835186]]
R [[1.8955428990608958, 2.445608969659105, -1.5614422897036295, 8.922240424535218, 2.638915515439683, -1.682990395492597, -1.7323919016932479, 3.191590523122148, -3.4198821006654896]]|[[1.8955428990608958, 2.445608969659105, -1.5614422897036295, 8.922240424535218, 2.638915515439683, -1.682990395492597, -1.7323919016932479, 3.191590523122148, -3.4198821006654896]]|[[1.8955428990608958, 2.445608969659105, -1.5614422897036295, 8.922240424535218, 2.638915515439683, -1.682990395492597, -1.7323919016932479, 3.191590523122148, -3.4198821006654896]]
R [[-7.1040498012808415, 11.88438012478862, -8.266848763420278, -8.3446970040849, -7.602903264511464, -5.5626922228912665, 11.701681877776068, 7.774216281697232, -1.5519898462733863]]|[[-7.1040498012808415, 11.88438012478862, -8.266848763420278, -8.3446970040849, -7.602903264511464, -5.5626922228912665, 11.701681877776068, 7.774216281697232, -1.5519898462733863]]|[[-7.1040498012808415, 11.88438012478862, -8.266848763420278, -8.3446970040849, -7.602903264511464, -5.5626922228912665, 11.701681877776068, 7.774216281697232, -1.5519898462733863]]
